bytecode,is_groth16,bytecode_has_R,bytecode_has_Q,is_decompile_complete,decompile_has_R,decompile_has_Q,simulator_has_R,simulator_has_Q,predict_has_R_constraint,predict_has_Q_constraint,bytecode_fingerprint,prototype_name,prototype_info,prototype_address
0x608060405234801561001057600080fd5b506004361061002b5760003560e01c806343753b4d14610030575b600080fd5b61004361003e3660046104c1565b610057565b604051901515815260200160405180910390f35b600061047c565b7f30644e72e131a029b85045b68181585d97816a916871ca8d3c208c16d87cfd47811061008f576000805260206000f35b50565b600060405183815284602082015285604082015260408160608360076107d05a03fa9150816100c5576000805260206000f35b825160408201526020830151606082015260408360808360066107d05a03fa915050806100f6576000805260206000f35b5050505050565b7f128e5e76fadfbd446d09b5f55d1b04955a7627f7011ee37aa95e1b8e434f500e85527f16bf8f80f8119bf7173d578cb9a47c6b877aae9c1ca0d4136022465648a9a38460208601526000608086018661019a87357f0d61127e88c3159b81e486b0203a366bba20dca4c7cf6f820f3fde4b55eaa28a7f2becb10d5facc91b86559d5a29674b4aed879adfd0e09c8574f3a7193447a46584610092565b50823581527f30644e72e131a029b85045b68181585d97816a916871ca8d3c208c16d87cfd47806020850135067f30644e72e131a029b85045b68181585d97816a916871ca8d3c208c16d87cfd4703066020820152833560408201526020840135606082015260408401356080820152606084013560a08201527f2d4d9aa7e302d9df41749d5507949d05dbea33fbb16c643b22f599a2be6df2e260c08201527f14bedd503c37ceb061d8ec60209fe345ce89830a19230301f076caff004d192660e08201527f0967032fcbf776d1afc985f88877f182d38480a653f2decaa9794cbc3bf3060c6101008201527f0e187847ad4c798374d0d6732bf501847dd68bc0e071241e0213bc7fc13db7ab6101208201527f304cfbd1e08a704a99f5e847d93f8c3caafddec46b7a0d379da69a4d112346a76101408201527f1739c1b1a457a8c7313123d24d2f9192f896b7c63eea05a9d57f06547ad0cec8610160820152600087015161018082015260206000018701516101a08201527f198e9393920d483a7260bfb731fb5d25f1aa493335a9e71297e485b7aef312c26101c08201527f1800deef121f1e76426a00665e5c4479674322d4f75edadd46debd5cd992f6ed6101e08201527f090689d0585ff075ec9e99ad690c3395bc4b313370b38ef355acdadcd122975b6102008201527f12c85ea5db8c6deb4aab71808dcb408fe3d1e7690c43d37b4ce6cc0166fa7daa610220820152843561024082015260208501356102608201527f2c78c6772d66334e80df349c572351ff9bb886cd29ffa24336538d96500bd3ef6102808201527f162f162900cea61e8df3a973044ddfb8183d254f537d717113397a278476121f6102a08201527f1282b7945c387aa24f6808928e6a91ec1dc332c04f05b9e1439b7a79b245c6616102c08201527f2024cf1d964db7854f708d5c5c4eea1660564a763ef5a68c3f86248eff1749db6102e08201526020816103008360086107d05a03fa9051169695505050505050565b6040516103808101604052610491833561005e565b61049e818486888a6100fd565b90508060005260206000f35b80604081018310156104bb57600080fd5b92915050565b6000806000806101208086880312156104d957600080fd5b6104e387876104aa565b945060c08601878111156104f657600080fd5b60408701945061050688826104aa565b93505086818701111561051857600080fd5b5092959194509261010001915056fea26469706673582212201952c1746a3df24adca814bff79e596d21254946fe78e38a7b9ea18b602facc464736f6c63430008110033,True,False,True,True,False,True,False,True,False,True,QBAQQC,snarkjs,"The prototype may be vulnerable due to incorrect [public_input < snark_scalar_field] check and missing [proof < prime_Q] check. For more information, please refer to https://github.com/iden3/snarkjs/pull/480",0xEB2952A4098e15C97E1Ce126FE479f27E2FFB40c
